CNES;UF;IBGE;NOME;LOGRADOURO;BAIRRO;LATITUDE;LONGITUDE
2718871;35;351570;UBS LUCAS SIMPLICIO DELIESPOSTI;RUA JOSE BREVES BRETAS;JAD ROSANA;-23,53186;-46,39067
2718960;35;352310;ESF PARQUE PIRATININGA;RUA TEOFILO BRAGA;PARQUE PIRATININGA;-23,43517;-46,38356
2718979;35;352310;ESF JARDIM NICEA LOUZADA;RUA DIAMANTE;JARDIM NICEA;-23,43836;-46,30366
2719029;27;270170;PSF 001;RUA ANTONIO LOPES;CABOJE;-9,40791;-36,07314
2719037;27;270170;PSF 002;VEREADOR MANOEL VIEIRA DE ALMEIDA;CENTRO;-9,40791;-36,07314
2719045;27;270170;PSF 003;RUA PEDRO PAULINO;CENTRO;-9,40791;-36,07314
2719053;27;270170;PSF 005;FAZENDA BUZIOS;FAZENDA;-9,40759;-36,07331
2719061;27;270170;PSF 006;POVOADO DE SANTA EFIGENIA;POVOADO;-9,40791;-36,07329
2719088;27;270170;PSF 007;MUTIRAO;CENTRO;-9,40798;-36,07333
2719096;27;270170;PSF 008;RUA GERCINO MOREIRA;CENTRO;-9,41021;-36,07743
2719118;27;270170;PSF 004;USINA JOAO DE DEUS;USINA JOAO DE DEUS;-9,40791;-36,08826
2719134;27;270210;AMBULATORIO DANIEL MONTEIRO DA CRUZ;DESTILARIA PORTO ALEGRE;ZONA RURAL;-8,90843;-35,72269
2719142;27;270210;UNIDADE BASICA DE SAUDE USINA TAQUARA;USINA TAQUARA;ZONA RURAL;-8,90875;-35,72235
2719150;27;270210;UNIDADE BASICA DE SAUDE JOSE LUIZ LESSA;RUA DA MANGUEIRA;CENTRO;-8,90886;-35,72245
2719169;27;270210;UNIDADE BASICA DE SAUDE CENTRO;SEVERINO FERREIRA DE LIMA;CENTRO;-8,90837;-35,7222
2719177;27;270210;UNIDADE BASICA DE SAUDE VILA NOVA;VILA NOVA;CENTRO;-8,90858;-35,72209
2719185;27;270640;ESF 2 CENTRO DE SAUDE DR HEITOR M ALBUQUERQUE PSF II;RUA JOSE DE FREITAS MACHADO;CENTRO;-9,74803;-37,43643
2719215;27;270640;ESF 4 POSTO DE SAUDE DE LAGOA DE PEDRA PSF IV;POVOADO LAGOA DE PEDRA;POVOADO;-9,74799;-37,43598
2719266;27;270640;ESF 7 UNIDADE DE SAUDE DA FAMILIA DE IMPOEIRA;POVOADO IMPOEIRA;POVOADO;-9,74797;-37,43583
2719274;27;270640;ESF 3 UNIDADE DE SAUDE DE JACAREZINHO;POVOADO JACAREZINHO;POVOADO;-9,74799;-37,43576
2719282;27;270640;ESF 5 EQUIPE DE SAUDE DA FAMILIA DO JAPAO PSF V;POVOADO JAPAO;POVOADO;-9,74793;-37,43574
5847451;35;350900;UBS JARDIM MARCELINO MARIA RAMOS;R MARIA MARGARETE DA CRUZ;JD MARCELINO;-23,364;-46,741
2719401;27;270520;CENTRO DE SAUDE ALEX GUIMARAES;CONJ ANTONIO RODRIGUES CALHEIROS;CENTRO;-9,388;-35,842
2719436;27;270600;CENTRO DE SAUDE C LUIS C SILVA;RUA JULIO NOBRE;CENTRO;-9,51743;-37,19219
2719444;27;270530;CENTRO DE SAUDE D PEDRO I;RUA GRACILIANO RAMOS;CENTRO;-9,305;-36,865
2719452;27;270150;CENTRO DE SAUDE DE CAMPO GRANDE;AVENIDA CASTELO BRANCO;CENTRO;-9,958;-36,792
2719487;27;270290;CENTRO DE SAUDE DE GIRAU DO PONCIANO;RUA DO SOL;CENTRO;-9,88354;-36,82845
2719495;27;270320;ESF 06 CENTRO DE SAUDE DE IGREJA NOVA;TRAVESSA NOSSA SENHORA APARECIDA;CENTRO;-10,125;-36,662
2719509;27;270460;CENTRO DE SAUDE DE MARAVILHA;PRACA MANOEL BARBOSA ALCANTARA;CENTRO;-9,22841;-37,35036
2719517;27;270540;CENTRO DE SAUDE DE MONTEIROPOLIS;RJUSCELINO KUBITSCHEL;CENTRO;-9,6071;-37,25209
2719533;27;270780;CENTRO DE SAUDE DE ROTEIRO ELADIO MARCELINO;LOT DR JOAO JATOBA;CENTRO;-9,833;-35,978
2719541;27;270810;CENTRO DE SAUDE DE SANTANA DO MUNDAU;RESIDENCIAL SANTANA DO MUNDAU;JUSSARA;-9,168;-36,222
2719568;27;270790;CENTRO DE SAUDE DR DIOGENES J BERNARDES;RUA ESTEVAO P DE BRITO;CENTRO;-9,60282;-35,82112
2719584;27;270490;CENTRO DE SAUDE DR HUMBERTO GOMES DE MELO;RUA GERONIMO VAZ TENORIO;CENTRO;-9,44786;-36,38805
2719606;27;270770;USF DR EZEQUIAS ALVES;CONJUNTO AMELIA ROSA;PREFEITO ANTONIO LIN;-9,47827;-35,85214
2719614;27;270770;USF PROF JOAO FERREIRA DA ROCHA;TRAVESSA 16 DE SETEMBRO;GUSTAVO PAIVA;-9,47823;-35,85186
2719630;27;270450;CENTRO DE SAUDE EURICO ACIOLY WANDERLEY;RUA LUIZ HOLANDA;CENTRO;-9,01428;-35,22235
2719649;27;270110;CENTRO DE SAUDE FRANCISCO JOSE DA SILVA;RUA DR PRADO OMENA;CENTRO;-9,246;-36,015
2719657;27;270270;CENTRO DE SAUDE I DE FELIZ DESERTO;PRACA DOMINGOS MENDES;CENTRO;-10,2924;-36,30633
2719665;27;270680;CENTRO DE SAUDE II;RUA MESTRE FRANCELINO;CENTRO;-10,40577;-36,43426
2719673;27;270700;CENTRO DE SAUDE VEREADOR JOSE GOMES CALHEIROS;RUA SAO JOSE;CENTRO;-9,47641;-36,2874
2719703;27;270410;CENTRO DE SAUDE MANOEL ROCHA DOS SANTOS;AV DEPUTADO ANTONIO ALBUQUERQUE;CENTRO;-9,83;-36,738
2719711;27;270420;CENTRO DE SAUDE M CELINA RIBEIRO;RUA SANTA CRUZ;CENTRO;-9,73558;-36,50201
2719738;27;270915;01 06 CENTRO DE SAUDE MANUEL A DE SANTANA;RUA FRANCISCO TIMOTEO;CENTRO;-9,90904;-36,34986
2719746;27;270730;UBS MARIA DA PENHA AIRES DE OLIVEIRA;RUA ALTO DA FORCA;CENTRO;-9,05372;-35,39849
2719754;27;270260;UNIDADE DE SAUDE DA FAMILIA MASSAPE;POVOADO MASSAPE;ZONA RURAL;-9,9;-36,678
2719762;27;270010;CENTRO DE SAUDE MUNICIPAL DE AGUA BRANCA;RUA NOSSA SENHORA DA CONCEICAO;BAIRRO NOVO;-9,26597;-37,93446
2719789;27;270880;UNIDADE BASICA DE SAUDE MESTRA CLARICE;RUA SETE DE SETEMBRO;CENTRO;-9,934;-36,544
2719797;27;270580;CENTRO DE SAUDE OLHO DAGUA DO CASADO;RUA DELMIRO GOUVEIA;CENTRO;-9,50295;-37,83515
2719800;27;270810;CENTRO DE SAUDE PADRE CICERO;RUA SILVESTRE PERICLES;CENTRO;-9,16809;-36,22154
2719819;27;270220;UBS PADRE CICERO;PRACA PADRE CICERO;BRASILIA;-9,63919;-35,80218
2719827;27;270895;CENTRO DE SAUDE PEDRO VIEIRA REGO;RUA MANOEL DA ROCHA WANDERLEY;CENTRO;-9,46314;-37,45535
2719835;27;270340;CENTRO DE SAUDE PREFEITO ANTONIO FIGUEIREDO;RUA FERNANDO ARAUJO SOUTO;CENTRO;-9,63403;-37,20819
2719843;27;270770;USF PROF JOSE CARLOS DA SILVA;LOTEAMENTO PALMARES;PREFEITO ANTONIO LIN;-9,47823;-35,85232
2719878;27;270500;CENTRO DE SAUDE SANTA CRUZ DO DESERTO;RUA DO COMERCIO;POVOADO SANTA CRUZ D;-9,14244;-37,83417
2719886;27;270915;02 CENTRO DE SAUDE TEOTONIO VILELA;RUA JACINTO JERONIMO DA SILVA;CENTRO;-9,90911;-36,34989
2719908;27;270730;UBS USINA SANTA MARIA;RUA BRASILIA;USINA SANTA MARIA;-9,01735;-35,42983
2719916;27;270370;CENTRO DESAUDE JOSEFA BARBOSA CESAR;RUA PROF DERALDO CAMPOS;CENTRO;-9,65905;-37,00243
2719967;27;270820;UNIDADE DE SAUDE DA FAMILIA URBANA;PRACA PADRE CICERO;ALTO DO CEMITERIO;-10,1217;-36,90183
2720078;27;270920;USF MUMBACA;POVOADO MUNBACA;ZONA RURAL;-9,971;-37,003
2720086;27;270920;USF PIRANHAS;POVOADO PIRANHAS;ZONA RURAL;-9,97094;-37,00296
2720116;27;270770;USF JOSE ARAGAO DOS ANJOS;CONJUNTO CRUZEIRO DO SUL;FORENE;-9,47836;-35,85249
2720183;27;270300;UNIDADE DE SAUDE DA FAMILIA DR DOUGLAS LINS DE ARAUJO;RUA AVENIDA DOUTORA JANETE DE ARAUJO;CENTRO;-8,973;-35,939
2720205;27;270460;USF ALEXANDRE GOMES;SITIO ALEXANDRE GOMES;ZONA RURAL;-9,20192;-37,29822
2720248;27;270770;USF AUDEIR DE A PEIXOTO;AV INTENDENTE JULIO CALHEIROS;MATA DO ROLO;-9,47833;-35,85189
2720264;27;270290;UNIDADE DE SAUDE DA FAMILIA BARBOSA;SITIO BARBOSA;ZONA RURAL;-9,82376;-36,7915
2720302;27;270520;POSTO DE SAUDE BITITINGA;FAZENDA BITITINGA;ZONA RURAL;-9,388;-35,842
2720329;27;270420;UNIDADE DE SAUDE DA FAMILIA CACIMBAS;SITIO CACIMBAS;ZONA RURAL;-9,66968;-36,46506
2720345;27;270370;POSTO DE SAUDE CAMPO ALEGRE;POVOADO CAMPO ALEGRE;CENTRO;-9,659;-37,002
2804107;53;530010;UBS 6 CARIRU PARANOA;COLONIA AGRICOLA DF 120 AE;PARANOA;-15,90692;-47,51658
2720426;27;270910;USF ABEL BEZERRA DA SILVA;POVOADO LAGOA GRANDE;ZONA RURAL;-9,60037;-36,53617
2720450;27;270880;POSTO DE SAUDE CURRALINHO;POVOADO CURRALINHO;ZONA RURAL;-9,98759;-36,63584
2720469;27;270410;UNIDADE BASICA DE SAUDE JOAO PEREIRA MACHADO;POVOADO ANTUNICA;ZONA RURAL;-9,83;-36,738
2720477;27;270410;UNIDADE BASICA DE SAUDE ANANIAS VIEIRA SAMPAIO;SITIO ALEXANDRE;ZONA RURAL;-9,83;-36,738
2720485;27;270290;UNIDADE DE SAUDE DA FAMILIA CALDEROES;SITIO CALDEROES;CENTRO;-9,83695;-36,8224
2720493;27;270920;USF CAPIVARA;POVOADO CAPIVARA;ZONA RURAL;-9,971;-37,003
2720515;27;270320;ESF 10 CENTRO DE SAUDE PALMEIRA DOS NEGROS;POVOADO JENIPAPO;ZONA RURAL;-10,125;-36,662
2720531;27;270810;CENTRO DE SAUDE DE MUNGUBA;VILA MUNGUBA;DISTRITO;-9,06072;-36,19566
2720574;27;270460;USF SAO CRISTOVAO;POVOADO SAO CRISTOVAO;ZONA RURAL;-9,30961;-37,43126
2720590;27;270290;UNIDADE DE SAUDE DA FAMILIA ALGODAO;SITIO ALGODAO;ZONA RURAL;-9,90722;-36,81836
2720604;27;270370;POSTO DE SAUDE DO ALTAO;POVOADO ALTAO;CENTRO;-9,659;-37,002
2720620;27;270790;UNIDADE BASICA DE SAUDE DRA HERMINIA TAVARES DA SILVA;RUA D PEDRO II;QUILOMBO;-9,60268;-35,82026
2720639;27;270200;UNIDADE DE SAUDE DA FAMILIA MUMBUCA;SITIO MUMBUCA;ZONA RURAL;-9,65313;-36,57735
2720647;27;270730;UBS DR JULIO C M UCHOA PORTO CALVO;POVOADO MACIAPE;ZONA RURAL;-8,96515;-35,43214
2720663;27;270240;UNIDADE BASICA DE SAUDE EUSEBIO MOREIRA;POVOADO LAGOINHA;ZONA RURAL;-9,42413;-38,04137
2720671;27;270880;POSTO DE SAUDE FLEXEIRAS;POVOADO FLEXEIRAS;ZONA RURAL;-9,934;-36,554
2720698;27;270110;POSTO DE SAUDE FLOR DO MUNDAU;ASSENTAMENTO ZUMBI DOS PALMARES;NAO CONSTA;-9,246;-36,015
2720728;27;270420;UNIDADE DE SAUDE DA FAMILIA GENIPAPO;POVOADO GENIPAPO;ZONA RURAL;-9,76184;-36,52956
2720736;27;270400;UNIDADE BASICA DE SAUDE DA FAMILIA INGA;POVOADO INGA;CENTRO;-9,925;-36,476
2720760;27;270290;UNIDADE DE SAUDE DA FAMILIA JACIOBA;SITIO JACIOBA;ZONA RURAL;-9,72395;-36,83956
2720779;27;270340;UNIDADE BASICA DE SAUDE JOAO ALEIXO DE ANDRADE;POVOADO CAITITU;CENTRO;-9,70102;-37,24656
2720787;27;270770;USF JORGE NUNES DO ESPIRITO SANTO;AVENIDA TEOTONIO BRANDAO VILELA;MATA DO ROLO;-9,4781;-35,85225
2720795;27;270220;UBS JOSE GOMES DA SILVA;RUA VEREADOR RENILDO JOSE DOS SANTOS TERREO;CENTRO;-9,638;-35,803
2720833;27;270320;ESF 04 CENTRO DE SAUDE CHINARE;POVOADO CHINARE;ZONA RURAL;-10,125;-36,662
2720884;27;270520;POSTO DE SAUDE MANOEL LINS CALHEIROS;RUA FLORIANO PEIXOTO;CENTRO;-9,383;-35,842
2720914;27;270260;UNIDADE DE SAUDE DA FAMILIA MUMBACA;POVOADO MUMBACA;ZONA RURAL;-9,9;-36,678
2720922;27;270770;USF MARGARIDA LEAO;RUA DO HOSPITAL;USINA UTINGA LEAO;-9,47857;-35,85244
2720930;27;270260;UNIDADE DE SAUDE OLHO DAGUA DOS DANDANHAS;SITIO OLHO DAGUA DAS DANDANHAS;ZONA RURAL;-9,90155;-36,67802
2720957;27;270320;ESF 07 CENTRO DE SAUDE JENIPAPO;POVOADO JENIPAPO;ZONA RURAL;-10,125;-36,662
2721031;27;270590;UBS POCO COMPRIDO;POVOADO POCO COMPRIDO;ZONA RURAL;-10,049;-36,75547
2721007;27;270200;UNIDADE DE SAUDE DA FAMILIA PEREIRA VELHO;SITIO PEREIRA VELHO;ZONA RURAL;-9,6159;-36,60132
2721023;27;270320;ESF 02 CENTRO DE SAUDE PERUCABA;POVOADO PERUCABA;ZONA RURAL;-10,125;-36,662
2721074;27;270730;UBS POVOADO CAXANGA;POVOADO CAXANGA;ZONA RURAL;-9,0907;-35,3536
2721082;27;270150;POSTO DE SAUDE POVOADO MARABA;POVOADO BOQUEIRAO DA MARABA;ZONA RURAL;-9,95821;-36,7922
2721104;27;270150;POSTO DE SAUDE POVOADO POCO DA LAGOA;POVOADO POCO DA LAGOA;ZONA RURAL;-9,958;-36,792
2721139;27;270880;POSTO DE SAUDE RANCHO ALEGRE;POVOADO RANCHO ALEGRE;ZONA RURAL;-9,934;-36,554
2721155;27;270400;UNIDADE BASICA DE SAUDE DA FAMILIA RETIRO;POVOADO DO RETIRO;ZONA RURAL;-9,925;-36,476
2721163;27;270400;UNIDADE BASICADE SAUDE DA FAMILIA RIACHAO;POVOADO RIACAHO;NAO CONSTA;-9,925;-36,476
2721171;27;270300;UNIDADE DE SAUDE DA FAMILIA AGEU HOLANDA CAVALCANTE;POVOADO DE ROCADINHO;ZONA RURAL;-8,973;-35,939
2721198;27;270920;USF SANTA CRUZ;POVOADO SANTA CRUZ;ZONA RURAL;-9,97096;-37,00311
2721228;27;270110;POSTO DE SAUDE SANTO ANTONIO DA BOA VISTA;FAZENDA SANTO ANTONIO DA BOA VISTA;NAO CONSTA;-9,246;-36,015
2721279;27;270880;POSTO DE SAUDE BREJINHO II;POV BREJINHO II;ZONA RURAL;-9,87951;-36,5827
2721287;27;270150;POSTO DE SAUDE SITIO ALTO DA PEDRA;SITIO ALTO DA PEDRA;ZONA RURAL;-9,95809;-36,79214
2721309;27;270150;POSTO DE SAUDE SITIO GRUTA FUNDA;SITIO GRUTA FUNDA;ZONA RURAL;-9,95816;-36,79205
2721333;27;270400;UNIDADE BASICA DE SAUDE DA FAMILIA URUBA;POVOADO URUBA;ZONA RURAL;-9,925;-36,476
2721341;27;270920;USF VILA SAO JOSE;VILA SAO JOSE;ZONA RURAL;-9,971;-37,003
2721368;27;270920;USF VILA SANTO ANTONIO;VILA SANTO ANTONIO;ZONA RURAL;-9,971;-37,003
2721414;27;270644;USF ALTO DA BOA VISTA;RUA RITA DE CASSIA;ALTO DA BOA VISTA;-9,46231;-35,55885
2721422;27;270790;UNIDADE BASICA DE SAUDE ARTHUR CORREIA LIMA FILHO;RUA 23 DE AGOSTO;CENTRO;-9,60062;-35,82332
2721430;27;270840;PSF CACHOEIRINHA;SITIO;SITIO;-9,44101;-37,64624
2721457;27;270840;PSF DO SITIO SALGADINHO;SITIO SALGADINHO;SITIO;-9,61736;-37,38418
2721465;27;270500;UBS MORRO VERMELHO;POVOADO MORRO VERMELHO;ZONA RURAL;-9,00093;-37,68929
2721473;27;270840;PSF POVOADO CABOCLO;POVOADO CABOCLO;ZONA RURAL;-9,53501;-37,52112
2721503;27;270644;USF HARRY TENORIO DE OLIVEIRA;FAZENDA MARIANGA;ZONA RURAL;-9,44307;-35,56219
2721511;27;270840;PSF SITIO BREJINHO;SITIO BREJINHO;ZONA RURAL;-9,45275;-37,52832
2721538;27;270840;PSF SITIO MELANCIA;SITIO MELANCIA;ZONA RURAL;-9,4396;-37,64
2721554;27;270770;USF DR GASTAO OITICICA;CONJUNTO TAVARES GRANJA;MATA DO ROLO;-9,47774;-35,85176
2721562;27;270770;USF OLAVO CALHEIROS;CONJUNTO MUTIRAO;CENTRO;-9,47848;-35,85206
2721570;27;270770;USF EDUARDO CAMPOS II;AV PASTOR PEDRO JOSUE LINS;FORENE;-9,4785;-35,85217
2721589;27;270570;UBS NOSSA SENHORA DA CONCEICAO;POVOADO PEDRAO;ZONA RURAL;-9,52926;-37,24978
2721597;27;270375;UBS SALOMAO BARBOSA DA SILVA;POVOADO FRANCA;ZONA RURAL;-9,95921;-36,07378
2721651;27;270620;UNID BASICA DE SAUDE VILA SANTO ANTONIO;POVOADO DE VILA SANTO ANTONIO;VILA SANTO ANTONIO;-9,66434;-37,3082
2721678;27;270710;UBS DJALMA GONCALVES DOS ANJOS;R MONSENHOR FERNANDES SAO VIEIRA;ENTRE MONTES;-9,64004;-37,66621
2721686;27;270560;ESF 01 TERTULIANO TURIBIO DE ARAUJO;FAZENDA TOMBADOR;ZONA RURAL;-8,915;-35,647
2721708;27;270560;ESF 2 FAZENDA ITAJUBA;FAZENDA ITAJUBA;ZONA RURAL;-8,915;-35,647
2721716;27;270140;UBS 06 JOSE FIRMINO DA SILVA;RUA DORGIVAL GONCALVES;LUZIAPOLIS;-9,89815;-36,21881
2721724;27;270140;UBS 07 E 20 EXPEDITO SERGIO DOS SANTOS;RUA MANOEL FIRMONO;ZONA RURAL;-9,90189;-36,22261
2721732;27;270140;UBS 08 MANOEL CRISTOVAO;RUA EUGENIO ALBUQUERQUE;ZONA URBANA;-9,90278;-36,2178
2721740;27;270140;UBS 03 ARNOBIO DA ROCHA TAVARES;RUA MANOEL JOAQUIN DA SILVA;POVOADO PIMENTEIRA;-9,77997;-36,3561
2721759;27;270140;UBS 14 E 16 JOSE EGIDIO;AV HILDELBRANDO VERISSIMO GUIMARAES;CENTRO;-9,78754;-36,34855
2721767;27;270620;UNID BASICA DE PALESTINA;RUA PEDRO FELIX;CENTRO;-9,67107;-37,33034
2721775;27;270140;UBS 04 ANTONIO JOAQUIM MESSIAS;POVOADO CHA DA IMBIRA;ZONA RURAL;-9,80278;-36,27342
2721805;27;270560;ESF 3 MARIA JOAQUINA;AVENIDA FLORIANO PEIXOTO;CENTRO;-8,93804;-35,65598
2721813;27;270760;UNIDADE DA FAMILIA ANTERO TENORIO CAVALCANTE;DISTRITO RUA NOVA;ZONA RURAL;-9,319;-36,471
2721821;27;270760;UNIDADE DA FAMILIA ERNESTO JOSE DE ALBUQUERQUE;POVOADO LAGOA QUEIMADA;ZONA RURAL;-9,31015;-36,45452
2721848;27;270760;UNIDADE DA FAMILIA PREFEITO EXPEDITO MEDEIROS COSTA;SITIO RIACHAO;ZONA RURAL;-9,319;-36,471
2721880;27;270920;USF OLHO DAGUA DA CERCA;POVOADO OLHO DAGUA DA CERCA;ZONA RURAL;-9,971;-37,003
2721899;27;270290;UNIDADE DE SAUDE DA FAMILIA CANAFISTULA CIPRIANO;POV CANAFISTULA DO CIPRIANO;ZONA RURAL;-9,79196;-36,79424
2721902;27;270300;UNIDADE DE SAUDE DA FAMILIA ANTONIO GRACIETE DE FARIAS;CONJ JOSE ALVES;CENTRO;-8,973;-35,939
2721910;27;270510;UNIDADE DE SAUDE DA FAMILIA ANTONIO QUEIROZ;RUA SAO VICENTE;CENTRO;-9,152;-35,533
2721929;27;270510;UNIDADE DE SAUDE DA FAMILIA ARLETE MENDONCA;RUA DOUTOR MENDONCA BRAGA;CENTRO;-9,15856;-35,53298
2721937;27;270830;UNIDADE DE SAUDE DA FAMILIA ARTHUR ORLANDO DE A BEZERRA;USINA SERRA GRANDE;ZONA RURAL;-8,97419;-36,06505
2721945;27;270300;UNIDADE DE SAUDE DA FAMILIA CANASTRA;POVOADO DE CANASTRA;ZONA RURAL;-8,973;-35,939
2721953;27;270830;UNIDADE DE SAUDE DA FAMILIA DE BANANEIRAS;POVOADO DE BANANEIRAS;ZONA RURAL;-8,95765;-36,01181
2721961;27;270830;UNIDADE DE SAUDE DA FAMILIA DE CARURU;POVOADO DE CARURU;ZONA RURAL;-9,07091;-36,14365
2721996;27;270820;UNIDADE DE SAUDE DA FAMILIA DE TIBIRI;DISTRITO TIBIRI;DISTRITO TIBIRI;-10,14616;-36,85537
2722003;27;270570;UBS NOSSA SENHORA DE FATIMA;POVOADO GATO;ZONA RURAL;-9,51416;-37,35522
2722011;27;270830;UNIDADE DE SAUDE DA FAMILIA DR ZIRELI DE OLIVEIRA VALENCA;RUA COLAGEM VALENCA;TIJUCA;-9,01214;-36,05485
2722038;27;270830;UNIDADE DE SAUDE DA FAMILIA DOULGAS BUARQUE;RUA ALINE VASCONCELOS;CENTRO;-9,00746;-36,05408
2722046;27;270770;USF HUDSON FERREIRA DA SILVA;RUA SAO MIGUEL;CENTRO;-9,47823;-35,85219
2722054;27;270530;UNIDADE DE SAUDE DA FAMILIA JIQUIRI;SITIO JIQUIRI;ZONA RURAL;-9,305;-36,865
2722062;27;270510;UNIDADE DE SAUDE DA FAMILIA JOSE MEDEIROS;CONJUNTO ERNESTO MARANHAO;CENTRO;-9,152;-35,533
2722070;27;270260;UNIDADE DE SAUDE DA FAMILIA OLHO DAGUA DO MEIO;POVOADO OLHO DAGUA DO MEIO;ZONA RURAL;-9,9;-36,678
2722089;27;270770;USF PEDRO JACINTO;BAR NOSSO;PREFEITO ANTONIO LIN;-9,47852;-35,85221
2722097;27;270410;UNIDADE BASICA DE SAUDE AURELINO RODRIGUES DE PAULA;POVOADO MATA LIMPA;ZONA RURAL;-9,83;-36,738
2722100;27;270510;UNIDADE DE SAUDE DA FAMILIA RENATA MARANHAO;CONJUNTO CICERO CAVALCANTE;ZONA URBANA;-9,152;-35,533
2722119;27;270600;UNIDADE DE SAUDE DE F NOVA;POVOADO DE FAZENDA NOVA;ZONA RURAL;-9,51869;-37,19003
2722127;27;270600;UNIDADE DE SAUDE P DA CACIMBA;POVOADO DE POCO DA CACIMBA;ZONA RURAL;-9,51844;-37,1899
2722135;27;270300;UNIDADE DE SAUDE FAMILIA OSCAR ALVES DE ANDRADE;RUA 15 DE NOVEMBRO;CENTRO;-8,973;-35,939
2722143;27;270560;ESF 4 OLINDINA CLAUDINO DA SILVA;AVENIDA FLORIANO PEIXOTO;CENTRO;-8,93804;-35,65598
2722348;27;270895;UNIDADE MISTA DA FAMILIA MONSENHOR MOISES V DOS ANJOS;POVOADO CANDUNDA;POV CANDUNDA;-9,40941;-37,53069
2722976;23;230210;PSF DA SEDE;RUA NOSSA SENHORA DA PALMA;CENTRO;-4,3284;-38,88206
2722453;27;270440;UNIDADE DE SAUDE DA FAMILIA DRA LIVIA MOREIRA ALVES;RUA AMELIA ALVES;CENTRO;-9,52838;-36,98753
2722461;27;270830;UNIDADE SAUDE DA FAMILIA AMAURY VASCONCELOS DE ANDRADE;AV NOSSA SENHORA APARECIDA;JURITI;-9,00983;-36,05601
2722488;27;270880;UNIDADE SAUDE DA FAMILIA CANA BRAVA;POVOADO CANA BRAVA;ZONA RURAL;-9,934;-36,554
2722496;27;270880;UNIDADE SAUDE DA FAMILIA CRUZEIRO;RUA JOSEFA LUCIO CORDEIRO;CRUZEIRO;-9,934;-36,554
2722526;27;270440;UNIDADE SAUDE DA FAMILIA DR JOAO ROCHA FILHO;CONJUNTO PAULO LEITE;FATIMA;-9,53247;-36,98129
2722534;27;270830;UNIDADE BASICA DE SAUDE PEDRO MENDES DA ROCHA FILHO;CONJ RESID MARIO DA COSTA GUIMARAES;COHAB;-9,00055;-36,05524
2722542;27;270440;UNIDADE SAUDE DA FAMILIA SAO JOAO;RUA JOAQUIM MONTEIRO;ZONA RURAL;-9,56838;-37,12849
2722569;27;270915;USF 09 AGUA DE MENINOS;POVOADO AGUA DE MENINOS;ZONA RURAL;-9,96406;-36,42989
2722577;27;270915;USF 07 JUMELICIA M CONCEICAO;POVOADO ALTO DA ROSA;ZONA RURAL;-9,89372;-36,361
2722585;27;270915;USF 04 FRANCISCA ASSIS BORGES PEREIRA;RUA SAO CIPRIANO;CENTRO;-9,90733;-36,35575
2722593;27;270915;USF 10 IMBURI DO INACIO;POVOADO IMBURI DO MATAO;ZONA RURAL;-10,01089;-36,39067
2722607;27;270915;USF 13 JOSE BELARMINO SOARES;RUA MARIA AUGUSTA;CENTRO;-9,90608;-36,35197
2722615;27;270915;USF 12 MANOEL JACINTO G DA SILVA;POVOADO GERAIS;ZONA RURAL;-9,88503;-36,36475
2722631;27;270915;USF 11 TEN JOSE ALBINO;LOT PARQUE DO FUTURO;CENTRO;-9,90789;-36,36247
3694429;24;240610;UNIDADE SAUDE DA FAMILIA MARIA DAS GRACAS DOS SANTOS;RUA SIMAO HENRIQUE DE BRITO;VILA SANTA IZABEL;-6,03858;-37,02222
2722682;27;270915;USF 08 GULANDIM;POVOADO GULANDIM;ZONA RURAL;-9,95161;-36,40061
2722739;27;270570;UBS LANUZA ABREU;CONJ MANOEL FLORIANO;CENTRO;-9,53994;-37,29423
2723263;23;231050;UNIDADE BASICA DE SAUDE DO CAPITAO MOR;RUA VICENTE FIALHO;DISTRITO CAPITAO MOR;-5,454;-39,717
2723271;23;231050;UNIDADE BASICA DE SAUDE DA SANTA CRUZ CRUZETA;RUA SEBASTIAO TEIXEIRA COSTA;DISTRITO SANTA CRUZ;-5,454;-39,717
2723298;23;231050;UNIDADE BASICA DE SAUDE DA MATA;SITIO MATA;ZONA RURAL;-5,454;-39,717
2723301;23;231050;UNIDADE BASICA DE SAUDE DA MINEIROLANDIA I;RUA SAO VICENTE;DIDTRITO MINEROLANDI;-5,52473;-39,59864
2723328;23;231050;UNIDADE BASICA DE SAUDE ANA BRASIL BARRETO CAVALCANTE;RUA CARMO MILEU;SANTA MARIA;-5,454;-39,717
2723336;23;231050;UNIDADE BASICA DE SAUDE DA SANTA TEREZINHA;RAIMUNDA GOMES DA PAIXAO;SANTA TEREZINHA;-5,454;-39,717
2723344;23;231050;UNIDADE BASICA DE SAUDE ELIAS VIEIRA LINS;RUA JUDITE ESMERALDA;SANTA URSULA;-5,454;-39,717
2723352;23;231050;UNIDADE BASICA DE SAUDE DO SAO FRANCISCO;SITIO SAO FRANCISCO;ZONA RURAL;-5,454;-39,717
2723360;23;231050;UNIDADE BASICA DE SAUDE DO SAO JOSE;SITIO SAO JOSE;ZONA RURAL;-5,454;-39,717
2723034;23;230280;POSTO DE SAUDE DA FAMILIA CAPITAO PEDRO SAMPAIO;RUA JOSE PAIXAO;ESSE;-4,36017;-39,3252
2723050;23;230280;POSTO DE SAUDE DA FAMILIA DE CANINDEZINHO;RUA JOSE PAIXAO;ESSE;-4,34971;-39,33146
